Datetime,Electric,Water,Gas,temp,dew_point,pressure,humidity,wind_speed
2008-03-03,2401.768,12.287,8989.587,4.422916666666667,-0.17541666666666664,1010.0416666666666,72.25,5.371666666666666
2008-03-04,3799.027,12.105,7309.673,3.31,-0.8612500000000001,1026.375,75.20833333333333,5.1
2008-03-05,3874.801,11.999,7250.323,4.049166666666667,0.9470833333333334,1033.0,80.29166666666667,4.379166666666666
2008-03-06,3799.476,11.937,4909.321,9.2525,5.1575,1021.9166666666666,75.79166666666667,5.76125
2008-03-07,3738.969,11.515,4905.515,7.638750000000001,2.6733333333333333,1010.1666666666666,71.75,6.660833333333334
2008-03-08,2518.57,6.816,1.488,8.094166666666666,5.94625,1001.3333333333334,86.5,7.570416666666667
2008-03-09,2458.748,6.8,3.2910000000000004,6.233333333333333,2.7591666666666668,994.4166666666666,79.70833333333333,4.782916666666667
2008-03-10,3881.58,12.346,5491.271,5.977916666666666,4.030833333333333,968.9166666666666,87.45833333333333,8.569166666666666
2008-03-11,3853.588,12.375,5599.358,7.763750000000001,4.1762500000000005,982.6666666666666,78.16666666666667,8.530833333333334
2008-03-12,3800.959,12.592,7446.443,6.9437500000000005,1.0141666666666667,996.9166666666666,66.29166666666667,10.657916666666667
2008-03-13,3793.772,11.83,6047.392,7.09125,4.2825,1009.7083333333334,82.70833333333333,5.5675
2008-03-14,3674.427,11.081,4812.254,7.593333333333334,4.014166666666667,1011.0416666666666,79.5,2.8033333333333332
2008-03-15,2361.602,6.651,1.344,9.899583333333334,9.124583333333334,1004.8333333333334,95.04166666666667,3.3854166666666665
2008-03-16,2236.022,6.602,1.344,6.554166666666667,5.051666666666667,1004.9583333333334,90.375,7.817083333333334
2008-03-17,3444.167,9.841,8248.385,4.744166666666667,0.6745833333333334,1019.7916666666666,75.5,4.107916666666667
2008-03-18,3448.354,10.023,6749.058,4.262083333333334,-0.7779166666666667,1022.0,69.83333333333333,3.8125
2008-03-19,3427.81,9.536,6497.076,4.435416666666667,-0.44083333333333335,1024.25,70.95833333333333,4.380833333333333
2008-03-20,3390.168,9.775,6016.134,6.671250000000001,4.644166666666666,1011.7916666666666,86.95833333333333,7.1554166666666665
2008-03-21,2318.822,6.554,55.212,5.512083333333333,0.8991666666666666,990.9583333333334,72.375,9.25375
2008-03-22,2229.456,6.541,525.243,2.725,-0.6658333333333334,1002.375,78.20833333333333,8.046666666666667
2008-03-23,2246.06,6.503,1076.951,2.0500000000000003,-0.5066666666666667,1001.0833333333334,83.25,4.582083333333333
2008-03-24,2436.868,6.442,996.691,2.322083333333333,-1.065,1001.0,78.41666666666667,4.385416666666667
2008-03-25,2448.322,6.602,611.917,3.3045833333333334,-1.02,1006.75,72.45833333333333,4.20125
2008-03-26,3360.466,9.561,10329.449,5.35125,3.5979166666666664,999.7916666666666,88.625,1.37375
2008-03-27,3279.192,9.515,7039.793,5.56125,2.2624999999999997,1000.9583333333334,80.70833333333333,2.61
2008-03-28,3126.382,8.677,6452.3460000000005,7.09625,4.4775,996.375,83.875,7.4433333333333325
2008-03-29,2305.0,6.673,135.216,7.52625,4.9375,1003.0833333333334,83.83333333333333,8.44
2008-03-30,2241.806,6.765000000000001,135.216,8.971666666666666,4.296666666666667,998.9583333333334,73.95833333333333,4.484583333333333
2008-03-31,3300.374,9.769,6912.273,8.056666666666667,4.945,1012.8333333333334,81.70833333333333,3.0812500000000003
2008-04-01,3332.876,9.977,4859.872,10.566666666666666,5.414583333333333,1016.5,71.70833333333333,7.842083333333334
2008-04-02,3457.175,10.329,4855.707,9.846666666666666,6.805416666666667,1024.875,81.41666666666667,4.787916666666667
2008-04-03,3483.763,10.213,3500.744,11.113750000000001,8.951666666666666,1030.4166666666667,86.83333333333333,2.8354166666666667
2008-04-04,3343.544,10.444,2803.991,10.860416666666666,8.083333333333334,1026.3333333333333,84.125,2.885
2008-04-05,2285.454,6.508,65.616,5.603333333333333,2.61125,1016.4583333333334,81.29166666666667,5.1258333333333335
2008-04-06,2265.84,6.521000000000001,288.046,2.066666666666667,-1.2658333333333334,1007.5,79.41666666666667,4.6570833333333335
2008-04-07,3738.985,12.226,8715.933,4.0687500000000005,0.5429166666666666,1002.7916666666666,78.54166666666667,4.094166666666667
2008-04-08,3807.829,12.127,6751.707,3.9620833333333336,0.38958333333333334,1003.125,78.95833333333333,2.276666666666667
2008-04-09,3815.977,12.026,6494.609,4.870833333333334,1.46125,999.875,80.04166666666667,2.419583333333333
2008-04-10,3889.575,11.667,5207.311,6.762083333333333,3.154166666666667,997.7916666666666,79.16666666666667,3.4829166666666667
2008-04-11,3817.853,10.949,5230.057,6.567083333333334,3.1341666666666668,995.5,79.625,5.677083333333333
2008-04-12,2361.774,6.5360000000000005,2.88,6.941666666666666,2.4575,1001.8333333333334,74.375,5.365833333333334
2008-04-13,2319.672,6.423,2.88,6.52375,4.52625,1008.75,87.45833333333333,3.115
2008-04-14,3835.485,11.637,8172.89,5.5320833333333335,2.4325,1018.4583333333334,81.5,3.83
2008-04-15,3799.287,11.858,6955.968,4.495,1.2866666666666666,1023.2916666666666,81.375,2.8470833333333334
2008-04-16,3852.83,12.118,5996.505,4.824166666666667,1.9875,1020.7083333333334,83.16666666666667,2.61875
2008-04-17,3791.387,11.995,5605.637,5.444583333333333,1.0574999999999999,1010.875,74.95833333333333,6.172499999999999
2008-04-18,3779.511,10.814,5587.432,6.509583333333333,3.25375,1001.5,80.41666666666667,7.533333333333334
2008-04-19,2515.501,6.474,6.767999999999999,7.1937500000000005,4.2612499999999995,1001.25,81.91666666666667,6.9679166666666665
2008-04-20,2499.719,25.433,6.767999999999999,7.446666666666666,6.71875,1005.125,95.16666666666667,5.372916666666666
2008-04-21,3894.87,12.087,5779.925,9.38,6.732500000000001,1007.5,84.29166666666667,6.232083333333333
2008-04-22,3860.38,11.711,3187.274,10.289583333333333,6.961666666666666,1011.2083333333334,81.16666666666667,3.8362499999999997
2008-04-23,3893.559,12.068,3305.731,11.208333333333334,7.671250000000001,1015.75,80.375,3.064166666666667
2008-04-24,3841.788,11.739,4278.209,10.164166666666667,7.017916666666667,1018.6666666666666,81.5,5.002083333333333
2008-04-25,3716.525,10.272,3484.591,11.113333333333335,8.26375,1025.5416666666667,82.91666666666667,4.78375
2008-04-26,2532.579,5.79,22.992,14.474583333333333,8.42375,1021.9583333333334,68.25,5.282916666666666
2008-04-27,2509.634,5.745,22.992,13.735833333333334,10.725416666666668,1012.3333333333334,82.33333333333333,3.339166666666667
2008-04-28,3575.603,11.017,4543.884,9.501666666666667,5.585833333333333,1003.2083333333334,77.45833333333333,4.81625
2008-04-29,3574.637,11.087,4491.763,8.0175,6.016249999999999,995.4166666666666,87.54166666666667,3.8120833333333333
2008-04-30,3664.67,10.625,4813.6050000000005,8.03625,6.715416666666666,990.0833333333334,91.5,3.1341666666666668
2008-05-01,3676.593,11.072,3636.655,10.067916666666667,5.166250000000001,1004.7916666666666,73.83333333333333,4.8933333333333335
2008-05-02,3614.634,11.043,3285.135,10.477500000000001,7.0425,1019.375,80.375,2.945
2008-05-03,2477.635,8.144,136.8,13.619166666666667,8.9675,1022.9166666666666,74.83333333333333,4.2875000000000005
2008-05-04,2434.634,8.466,136.8,15.687916666666666,11.6475,1021.4166666666666,77.20833333333333,4.150833333333334
2008-05-05,2864.661,7.946,1501.64,15.662083333333333,11.844583333333333,1025.75,79.29166666666667,2.2866666666666666
2008-05-06,3552.523,10.511,1483.988,14.921666666666667,9.571250000000001,1024.7083333333333,72.04166666666667,4.1779166666666665
2008-05-07,3556.637,9.778,1337.705,15.848333333333334,11.019166666666665,1020.5416666666666,74.75,4.113333333333333
2008-05-08,3537.53,10.111,1330.717,16.219166666666666,9.680416666666666,1015.375,67.95833333333333,4.783333333333333
2008-05-09,3490.64,9.724,59.077,16.82875,11.902916666666668,1013.0833333333334,73.20833333333333,2.6037500000000002
2008-05-10,2794.499,7.026,2.4000000000000004,18.419583333333332,13.934583333333334,1017.5416666666666,76.08333333333333,1.3558333333333332
2008-05-11,2693.684,5.739,2.4000000000000004,18.6025,11.990833333333333,1020.1666666666666,68.79166666666667,2.9125
2008-05-12,3658.595,10.031,60.772,15.235833333333334,10.43125,1020.7916666666666,74.33333333333333,4.795833333333333
2008-05-13,3584.603,9.815,58.17,13.070416666666667,9.726666666666667,1021.0,81.125,6.2825
2008-05-14,3638.686,10.361,71.198,11.958333333333334,8.086666666666668,1017.5833333333334,77.91666666666667,5.7475
2008-05-15,3602.692,10.818,64.768,11.3525,8.42375,1012.6666666666666,82.5,4.9575000000000005
2008-05-16,3607.578,9.793,71.291,10.383750000000001,9.096666666666666,1010.4166666666666,91.75,2.9075
2008-05-17,2690.643,5.617,1.2000000000000002,10.486666666666666,8.775833333333333,1010.5416666666666,89.25,3.9479166666666665
2008-05-18,2655.79,5.563,1.2000000000000002,9.484166666666667,4.593333333333333,1016.3333333333334,73.04166666666667,3.9720833333333334
2008-05-19,3653.434,9.526,80.661,8.434583333333334,3.73875,1019.5833333333334,73.70833333333333,3.2137499999999997
2008-05-20,3658.607,9.135,260.27,9.450833333333334,3.9491666666666667,1020.375,70.29166666666667,2.9404166666666662
2008-05-21,3461.215,9.059,4605.478,11.620833333333332,6.5775,1017.7916666666666,72.58333333333333,3.841666666666667
2008-05-22,3439.29,8.574,72.569,14.139166666666668,8.870416666666666,1015.0833333333334,72.875,3.8625000000000003
2008-05-23,3366.071,8.945,65.025,13.193333333333333,9.482083333333334,1013.9166666666666,78.41666666666667,3.830833333333333
2008-05-24,2352.806,5.414,1.2000000000000002,12.6175,8.60375,1013.9583333333334,76.875,7.959166666666667
